YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,SCHEDULED_TIME,DISTANCE,SCHEDULED_ARRIVAL,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY,ARRIVAL_DELAY,DEPART_TEMP,DEPART_HUMIDITY,DEPART_WINDIR,DEPART_WIND,DEPART_PRECIP,ARRIVAL_TEMP,ARRIVAL_HUMIDITY,ARRIVAL_WINDIR,ARRIVAL_WIND,ARRIVAL_PRECIP
2015,1,5,1,DL,1560,ANC,SEA,43,212,1448,515,0,0,,,,,,,0,6,76,CALM,0,0,53,89,SSW,21,0
2015,1,5,1,UA,1197,SFO,IAH,45,212,1635,617,0,0,,4,0,19,10,0,1,47,83,SE,5,0,31,76,N,7,0
2015,1,5,1,US,1742,PHX,IND,45,191,1488,556,0,0,,,,,,,0,48,61,CALM,0,0,7,73,WNW,15,0
2015,1,5,1,US,2055,DEN,PHL,45,202,1558,607,0,0,,7,0,24,0,0,1,-3,87,CALM,0,0,40,47,W,16,0
2015,1,5,1,AS,108,ANC,SEA,45,204,1448,509,0,0,,,,,,,0,6,76,CALM,0,0,53,89,SSW,21,0
2015,1,5,1,DL,1646,PHX,ATL,45,203,1587,608,0,0,,,,,,,0,48,61,CALM,0,0,39,70,NNW,15,0
2015,1,5,1,DL,1450,LAS,MSP,45,182,1299,547,0,0,,,,,,,0,39,45,SSW,10,0,-10,68,WSW,7,0
2015,1,5,1,UA,265,LAS,IAH,46,172,1222,538,0,0,,,,,,,0,39,45,SSW,10,0,32,73,N,8,0
2015,1,5,1,US,1757,PHX,MCO,50,234,1849,644,0,0,,,,,,,0,48,61,CALM,0,0,67,93,N,7,0
2015,1,5,1,AS,122,ANC,PDX,50,215,1542,525,0,0,,,,,,,0,6,76,CALM,0,0,52,86,S,15,0
2015,1,5,1,US,458,PHX,BOS,55,277,2300,732,0,0,,0,0,0,17,0,1,48,61,CALM,0,0,37,46,W,20,0
2015,1,5,1,US,1826,LAX,PHL,55,303,2402,858,0,0,,0,0,0,53,0,1,58,36,CALM,0,0,39,43,WNW,18,0
2015,1,5,1,DL,2440,SEA,MSP,55,192,1399,607,0,0,,,,,,,0,51,89,SSW,17,0,-11,71,SW,7,0
2015,1,5,1,NK,214,LAS,DFW,58,147,1055,525,0,0,,43,0,0,0,0,1,39,45,SSW,10,0,23,72,NNE,6,0
2015,1,5,1,US,606,PHX,PHL,59,250,2075,709,0,0,,,,,,,0,48,61,CALM,0,0,40,45,WNW,17,0
2015,1,5,1,US,1764,PHX,STL,59,164,1262,443,0,0,,,,,,,0,48,61,CALM,0,0,14,56,NW,10,0
2015,1,5,1,US,607,LAS,PHL,100,269,2176,829,0,0,,,,,,,0,38,47,SSW,10,0,39,43,WNW,18,0
2015,1,5,1,AA,371,SEA,MIA,100,338,2724,938,0,0,,,,,,,0,51,92,S,21,0,80,71,SE,10,0
2015,1,5,1,AA,1626,SFO,DFW,100,200,1464,620,0,0,,,,,,,0,47,83,CALM,0,0,23,68,NE,5,0
2015,1,5,1,NK,520,LAS,MCI,100,162,1139,542,0,0,,38,0,0,0,0,1,38,47,SSW,10,0,6,73,CALM,0,0
2015,1,5,1,AA,115,LAX,MIA,105,286,2342,851,0,0,,40,0,0,10,0,1,52,49,NE,6,0,78,81,E,5,0
2015,1,5,1,AA,2406,LAX,DFW,105,170,1235,555,0,0,,,,,,,0,52,49,NE,6,0,23,72,NNE,6,0
2015,1,5,1,DL,2324,SLC,ATL,106,212,1590,638,0,0,,,,,,,0,31,79,S,8,0,39,70,NNW,15,0
2015,1,5,1,F9,1284,LAS,ORD,110,215,1514,645,0,0,,53,0,23,0,0,1,38,47,SSW,10,0,-3,72,W,8,0
2015,1,5,1,UA,1512,LAX,IAH,115,180,1379,615,0,0,,14,0,20,0,0,1,52,49,NE,6,0,31,76,N,7,0
2015,1,5,1,US,417,PHX,ATL,115,203,1587,638,0,0,,,,,,,0,47,63,CALM,0,0,39,70,NNW,15,0
2015,1,5,1,US,1937,PHX,TPA,115,219,1788,654,0,0,,,,,,,0,47,63,CALM,0,0,68,87,N,10,0
2015,1,5,1,AS,130,FAI,SEA,115,213,1533,548,0,0,,,,,,,0,-25,66,CALM,0,0,53,89,SSW,21,0
2015,1,5,1,NK,597,MSP,FLL,115,207,1487,542,0,0,,23,0,0,0,0,1,-9,65,W,14,0,74,93,NNW,5,0
2015,1,5,1,US,413,LAS,CLT,120,245,1916,825,0,0,,,,,,,0,38,47,SSW,10,0,44,55,W,3,0
2015,1,5,1,US,424,PHX,ORD,120,193,1440,533,0,0,,3,0,15,0,0,1,47,63,CALM,0,0,-3,68,W,14,0
2015,1,5,1,US,1725,DEN,CLT,120,178,1337,618,0,0,,18,0,0,0,0,1,-3,87,NE,6,0,39,62,NNW,5,0
2015,1,5,1,AA,2392,DEN,MIA,120,227,1709,707,0,0,,,,,,,0,-3,87,NE,6,0,74,93,CALM,0,0
2015,1,5,1,US,752,PHX,MSP,125,174,1276,519,0,0,,15,0,0,0,0,1,47,63,CALM,0,0,-10,68,WSW,7,0
2015,1,5,1,NK,168,PHX,ORD,125,204,1440,549,0,0,,56,0,0,0,0,1,47,63,CALM,0,0,-3,68,W,14,0
2015,1,5,1,AA,2211,PHX,MIA,127,239,1972,726,0,0,,,,,,,0,47,63,CALM,0,0,74,93,CALM,0,0
2015,1,5,1,DL,1272,SLC,MSP,130,159,991,509,0,0,,,,,,,0,31,79,S,8,0,-10,68,WSW,7,0
2015,1,5,1,AS,136,ANC,SEA,135,205,1448,600,0,0,,,,,,,0,7,72,CALM,0,0,52,94,SSW,20,0
2015,1,5,1,US,617,ANC,PHX,142,323,2552,905,0,0,,,,,,,0,7,72,CALM,0,0,52,53,CALM,0,0
2015,1,5,1,NK,298,LAS,IAH,144,170,1222,634,0,0,,53,0,0,0,0,1,38,47,SSW,10,0,31,76,N,7,0
2015,1,5,1,HA,17,LAS,HNL,145,370,2762,555,0,0,,,,,,,0,38,47,SSW,10,0,60,86,NW,5,0
2015,1,5,1,UA,1744,SJU,EWR,154,255,1608,509,0,0,,,,,,,0,77,76,ENE,10,0,40,53,W,20,0
2015,1,5,1,AS,134,ANC,SEA,155,205,1448,620,0,0,,,,,,,0,7,72,CALM,0,0,52,94,SSW,20,0
2015,1,5,1,B6,304,SJU,JFK,155,235,1598,450,0,0,,,,,,,0,77,76,ENE,10,0,42,51,W,17,0
2015,1,5,1,NK,451,PBG,FLL,155,208,1334,523,0,0,,15,0,0,0,0,1,33,61,SW,10,0,74,93,NNW,5,0
2015,1,5,1,AA,2459,PHX,DFW,200,120,868,500,0,0,,,,,,,0,47,61,ESE,3,0,23,72,NNE,6,0
2015,1,5,1,AS,144,ANC,PDX,200,210,1542,630,0,0,,,,,,,0,8,76,CALM,0,0,52,86,SSE,8,0
2015,1,5,1,NK,972,PHX,DFW,200,123,868,503,0,0,,17,0,0,0,0,1,47,61,ESE,3,0,23,72,NNE,6,0
2015,1,5,1,B6,1990,SJU,EWR,206,246,1608,512,0,0,,,,,,,0,76,76,E,8,0,40,53,W,20,0
2015,1,5,1,AS,114,ANC,SEA,220,200,1448,640,0,0,,,,,,,0,8,76,CALM,0,0,52,94,SSW,20,0
2015,1,5,1,NK,647,IAG,FLL,238,184,1176,542,0,0,,26,0,0,0,0,1,23,74,W,23,0,74,93,NNW,5,0
2015,1,5,1,B6,668,PSE,MCO,255,185,1179,500,0,0,,,,,,,0,,,,,,68,93,NW,10,0
2015,1,5,1,B6,1204,SJU,JFK,255,239,1598,554,0,0,,0,0,0,27,0,1,76,76,E,8,0,42,51,W,16,0
2015,1,5,1,UA,1162,BQN,EWR,259,240,1585,559,0,0,,,,,,,0,,,,,,40,53,W,20,0
2015,1,5,1,B6,1030,BQN,MCO,307,173,1129,500,0,0,,0,0,8,185,0,1,,,,,,68,93,NW,10,0
2015,1,5,1,B6,262,SJU,BOS,330,245,1674,635,0,0,,,,,,,0,76,79,E,5,0,39,50,W,23,0
2015,1,5,1,B6,2134,SJU,MCO,400,185,1189,605,0,0,,,,,,,0,78,74,ENE,15,0,67,93,N,7,0
2015,1,5,1,NK,374,BQN,FLL,410,155,983,545,0,0,,94,0,0,0,0,1,,,,,,74,93,NNW,5,0
2015,1,5,1,B6,730,BQN,MCO,419,174,1129,613,0,0,,0,0,9,115,0,1,,,,,,67,93,N,7,0
2015,1,5,1,B6,768,PSE,MCO,424,186,1179,630,0,0,,,,,,,0,72,83,CALM,0,0,67,93,N,7,0
2015,1,5,1,B6,2276,SJU,BDL,438,241,1666,739,0,0,,0,0,0,43,0,1,78,74,ENE,15,0,35,54,NW,17,0
2015,1,5,1,UA,1003,BOS,IAH,500,270,1597,830,0,0,,,,,,,0,40,55,W,23,0,33,72,NNE,10,0
2015,1,5,1,US,602,ORD,PHX,500,228,1440,748,0,0,,4,0,0,0,16,1,-3,68,W,14,0,43,71,CALM,0,0
2015,1,5,1,US,843,BOS,CLT,500,125,728,705,0,0,,41,0,0,0,0,1,40,55,W,23,0,38,68,W,3,0
2015,1,5,1,US,1925,DFW,CLT,500,145,936,825,0,0,,,,,,,0,23,72,NNE,6,0,44,55,W,3,0
2015,1,5,1,US,1980,EWR,CLT,500,110,529,650,0,0,,,,,,,0,40,53,W,20,0,39,62,NNW,5,0
2015,1,5,1,US,2050,FLL,CLT,500,114,631,654,0,0,,,,,,,0,74,93,NNW,5,0,39,62,NNW,5,0
2015,1,5,1,US,2050,FLL,CLT,500,114,631,654,0,0,,,,,,,0,74,93,NNW,5,0,39,62,NNW,5,0
2015,1,5,1,AA,1342,ORD,MIA,500,179,1197,859,0,0,,,,,,,0,-3,68,W,14,0,78,81,E,5,0
2015,1,5,1,AS,695,GEG,SEA,500,70,224,610,0,0,,,,,,,0,36,97,W,8,0,52,94,SSW,20,0
2015,1,5,1,DL,2489,FAR,MSP,500,81,223,621,0,0,,,,,,,0,-11,64,SW,6,0,-11,71,SW,7,0
2015,1,5,1,HA,102,HNL,ITO,500,49,216,549,0,0,,,,,,,0,60,86,NW,5,0,42,37,,0,0
2015,1,5,1,OO,5467,ONT,SFO,500,89,363,629,0,0,,0,0,18,0,0,1,38,99,,0,0,44,79,CALM,0,0
2015,1,5,1,HA,108,HNL,KOA,502,42,163,544,0,0,,,,,,,0,60,86,NW,5,0,,,,,
2015,1,5,1,AS,730,ANC,SEA,505,205,1448,930,0,0,,,,,,,0,10,79,CALM,0,0,53,93,SSW,15,0
2015,1,5,1,NK,103,BOS,MYR,505,140,738,725,0,0,,,,,,,0,40,55,W,23,0,,,,,
2015,1,5,1,HA,206,HNL,OGG,505,36,100,541,0,0,,,,,,,0,60,86,NW,5,0,60,86,SE,6,0
2015,1,5,1,OO,7370,BJI,MSP,505,73,199,618,0,0,,,,,,,0,-17,75,WSW,8,0,-11,71,SW,7,0
2015,1,5,1,OO,5393,MKE,ORD,509,48,67,557,0,0,,,,,,,0,-5,65,W,12,0,-3,68,W,14,0
2015,1,5,1,UA,1012,EWR,IAH,510,240,1400,810,0,0,,,,,,,0,40,53,W,20,0,33,72,NNE,10,0
2015,1,5,1,UA,1500,ORD,IAH,510,175,925,805,0,0,,,,,,,0,-3,68,W,14,0,33,72,NNE,10,0
2015,1,5,1,US,1960,MSP,CLT,510,157,930,847,0,0,,,,,,,0,-10,68,WSW,7,0,44,55,W,3,0
2015,1,5,1,AA,1323,MCO,MIA,510,63,192,613,0,0,,,,,,,0,68,93,NW,10,0,73,93,N,3,0
2015,1,5,1,EV,4399,MAF,IAH,510,88,429,638,0,0,,18,0,0,0,230,1,29,81,SSE,9,0,31,76,N,7,0
2015,1,5,1,EV,5211,FSD,MSP,510,70,196,620,0,0,,,,,,,0,-9,71,WSW,5,0,-11,71,SW,7,0
2015,1,5,1,UA,468,SEA,SFO,515,139,679,734,0,0,,,,,,,0,53,89,SSW,21,0,44,85,SE,3,0
2015,1,5,1,US,635,SEA,PHX,515,165,1107,900,0,0,,,,,,,0,53,89,SSW,21,0,52,53,CALM,0,0
2015,1,5,1,US,803,IAH,CLT,515,139,912,834,0,0,,,,,,,0,32,73,N,8,0,44,55,W,3,0
2015,1,5,1,US,1732,ORF,CLT,515,76,290,631,0,0,,,,,,,0,49,52,WSW,7,0,39,62,NNW,5,0
2015,1,5,1,US,1747,PIT,CLT,515,93,366,648,0,0,,,,,,,0,8,92,N,13,0,39,62,NNW,5,0
2015,1,5,1,US,1837,BWI,CLT,515,85,361,640,0,0,,,,,,,0,39,50,W,12,0,39,62,NNW,5,0
2015,1,5,1,US,1879,TPA,CLT,515,96,507,651,0,0,,,,,,,0,68,90,N,9,0,39,62,NNW,5,0
2015,1,5,1,AA,1057,DFW,MIA,515,161,1121,856,0,0,,,,,,,0,23,72,NNE,6,0,78,81,E,5,0
2015,1,5,1,AA,2454,BOS,MIA,515,208,1258,843,0,0,,18,0,9,0,0,1,40,55,W,23,0,78,81,E,5,0
2015,1,5,1,EV,4256,SLC,IAH,515,200,1195,935,0,0,,,,,,,0,34,70,ESE,8,0,37,62,NE,8,0
2015,1,5,1,EV,4354,MKE,IAH,515,178,984,813,0,0,,2,0,0,0,13,1,-5,65,W,12,0,33,72,NNE,10,0
2015,1,5,1,OO,7365,ABR,MSP,515,68,257,623,0,0,,,,,,,0,-12,71,SSW,8,0,-11,71,SW,7,0
2015,1,5,1,US,425,PDX,PHX,520,150,1009,850,0,0,,,,,,,0,52,86,S,15,0,48,58,NNE,3,0
2015,1,5,1,US,2062,MCO,CLT,520,94,468,654,0,0,,,,,,,0,68,93,NW,10,0,39,62,NNW,5,0
2015,1,5,1,AA,89,IAH,MIA,520,141,964,841,0,0,,,,,,,0,32,73,N,8,0,78,81,E,5,0
2015,1,5,1,DL,2591,TPA,ATL,520,87,406,647,0,0,,,,,,,0,68,90,N,9,0,39,70,NNW,15,0
2015,1,5,1,DL,1418,MCO,ATL,520,89,404,649,0,0,,,,,,,0,68,93,NW,10,0,39,70,NNW,15,0
2015,1,5,1,EV,4288,MFE,IAH,520,70,316,630,0,0,,,,,,,0,43,62,N,10,0,31,76,N,7,0
2015,1,5,1,EV,4288,MFE,IAH,520,70,316,630,0,0,,,,,,,0,43,62,N,10,0,31,76,N,7,0
2015,1,5,1,EV,4671,HRL,IAH,520,72,295,632,0,0,,,,,,,0,44,76,N,12,0,31,76,N,7,0
2015,1,5,1,EV,4685,BRO,IAH,520,74,308,634,0,0,,,,,,,0,46,76,N,12,0,31,76,N,7,0
2015,1,5,1,OO,4779,DIK,MSP,520,113,481,813,0,0,,,,,,,0,-2,69,S,17,0,-10,71,SW,8,0
2015,1,5,1,OO,5484,BOI,SFO,520,112,522,612,0,0,,,,,,,0,30,86,CALM,0,0,44,79,CALM,0,0
2015,1,5,1,OO,7389,GCC,RKS,520,77,261,637,0,0,,,,,,,0,12,73,E,7,0,32,69,W,38,0
2015,1,5,1,OO,7389,GCC,RKS,520,77,261,637,0,0,,,,,,,0,12,73,E,7,0,32,69,W,38,0
2015,1,5,1,HA,103,HNL,LIH,523,37,102,600,0,0,,,,,,,0,60,86,NW,5,0,59,81,W,7,0
2015,1,5,1,DL,2517,VPS,ATL,524,70,250,734,0,0,,,,,,,0,42,85,N,7,0,37,70,NNW,14,0
2015,1,5,1,UA,586,AUS,IAH,525,55,140,620,0,0,,,,,,,0,24,84,N,8,0,31,76,N,7,0
2015,1,5,1,US,2010,RDU,PHL,525,76,337,641,0,0,,,,,,,0,43,60,WNW,3,0,40,47,W,16,0
2015,1,5,1,DL,823,CLT,ATL,525,77,226,642,0,0,,,,,,,0,40,63,NW,7,0,39,70,NNW,15,0
2015,1,5,1,DL,2288,BHM,ATL,525,60,134,725,0,0,,,,,,,0,33,75,NNW,12,0,37,70,NNW,14,0
2015,1,5,1,DL,2294,GSO,ATL,525,82,306,647,0,0,,,,,,,0,39,62,NW,8,0,39,70,NNW,15,0
2015,1,5,1,MQ,2859,SGF,DFW,525,95,364,700,0,0,,16,0,0,0,0,1,11,70,NNE,6,0,23,72,ENE,6,0
2015,1,5,1,NK,895,FLL,SJU,525,150,1046,855,0,0,,,,,,,0,74,93,NNW,5,0,79,74,E,6,0
2015,1,5,1,OO,4541,LWS,SLC,525,93,461,758,0,0,,,,,,,0,47,71,S,10,0,30,85,E,5,0
2015,1,5,1,HA,106,HNL,OGG,528,36,100,604,0,0,,,,,,,0,60,86,NW,5,0,59,90,SSE,6,0
2015,1,5,1,UA,1221,PDX,DEN,530,142,991,852,0,0,,,,,,,0,52,86,S,15,0,40,47,SW,12,0
2015,1,5,1,UA,1539,PHL,IAH,530,230,1325,820,0,0,,,,,,,0,42,49,WNW,16,0,33,72,NNE,10,0
2015,1,5,1,UA,1607,SEA,DEN,530,157,1024,907,0,0,,,,,,,0,53,89,SSW,21,0,43,45,W,7,0
2015,1,5,1,US,1852,RDU,CLT,530,61,130,631,0,0,,,,,,,0,43,60,WNW,3,0,39,62,NNW,5,0
2015,1,5,1,US,1901,RIC,CLT,530,75,257,645,0,0,,,,,,,0,45,48,W,14,0,39,62,NNW,5,0
2015,1,5,1,US,1909,BOS,PHL,530,84,280,654,0,0,,,,,,,0,40,55,W,23,0,40,47,W,16,0
2015,1,5,1,WN,31,MSP,MDW,530,95,349,705,0,0,,,,,,,0,-10,68,WSW,7,0,0,69,W,14,0
2015,1,5,1,AA,328,DEN,DFW,530,125,641,835,0,0,,14,0,6,0,0,1,7,84,SW,5,0,28,56,E,6,0
2015,1,5,1,DL,844,SAV,ATL,530,68,214,638,0,0,,,,,,,0,48,68,WNW,13,0,39,70,NNW,15,0
2015,1,5,1,DL,2511,BNA,ATL,530,72,214,742,0,0,,,,,,,0,21,71,NNW,8,0,37,70,NNW,14,0
2015,1,5,1,DL,1598,JAX,ATL,530,70,270,640,0,0,,,,,,,0,52,80,NNW,10,0,39,70,NNW,15,0
2015,1,5,1,DL,1906,HSV,ATL,530,65,151,735,0,0,,,,,,,0,30,69,N,13,0,37,70,NNW,14,0
2015,1,5,1,DL,1991,MSP,ATL,530,158,907,908,0,0,,,,,,,0,-10,68,WSW,7,0,39,60,NNW,16,0
2015,1,5,1,EV,4208,SHV,IAH,530,64,192,634,0,0,,,,,,,0,27,61,NNE,6,0,31,76,N,7,0
2015,1,5,1,EV,4208,SHV,IAH,530,64,192,634,0,0,,,,,,,0,27,61,NNE,6,0,31,76,N,7,0
2015,1,5,1,EV,4155,SBN,ORD,530,55,84,525,0,0,,1,0,0,0,113,1,6,76,W,15,0,-3,68,W,14,0
2015,1,5,1,EV,4434,DSM,IAH,530,162,802,812,0,0,,,,,,,0,2,69,WSW,6,0,33,72,NNE,10,0
2015,1,5,1,EV,4874,CLT,LGA,530,109,544,719,0,0,,,,,,,0,40,63,NW,7,0,39,41,W,25,0
2015,1,5,1,EV,5007,AGS,ATL,530,57,143,627,0,0,,,,,,,0,9,79,N,3,0,39,70,NNW,15,0
2015,1,5,1,EV,5210,BTR,ATL,530,88,448,758,0,0,,,,,,,0,34,70,N,5,0,37,70,NNW,14,0
2015,1,5,1,F9,1279,PHL,MCO,530,160,861,810,0,0,,,,,,,0,42,49,WNW,16,0,67,87,N,9,0
2015,1,5,1,NK,409,ORD,FLL,530,188,1182,938,0,0,,51,0,0,0,0,1,-3,68,W,14,0,78,81,SSE,7,0
2015,1,5,1,OO,7423,BRD,MSP,530,49,114,619,0,0,,34,9,0,0,0,1,,,,,,-11,71,SW,7,0
2015,1,5,1,OO,5198,SAT,IAH,530,58,191,628,0,0,,,,,,,0,31,67,N,7,0,31,76,N,7,0
2015,1,5,1,OO,5460,RDD,SFO,530,90,199,700,0,1,A,,,,,,1,33,96,CALM,0,0,44,85,SE,3,0
2015,1,5,1,OO,6391,EUG,DEN,530,158,996,908,0,0,,,,,,,0,50,77,SSE,10,0,43,45,W,7,0
2015,1,5,1,UA,1532,SFO,DEN,531,146,967,857,0,0,,,,,,,0,45,86,CALM,0,0,40,47,SW,12,0
2015,1,5,1,EV,4209,BTR,IAH,532,68,253,640,0,0,,,,,,,0,34,70,N,5,0,31,76,N,7,0
2015,1,5,1,UA,707,ORD,DEN,533,165,888,718,0,0,,,,,,,0,-3,68,W,14,0,12,80,VAR,7,0
2015,1,5,1,OO,7368,ESC,DTW,534,81,306,655,0,0,,0,0,168,0,0,1,-11,70,W,14,0,9,73,W,14,0
2015,1,5,1,UA,1026,IAD,IAH,535,207,1190,802,0,0,,,,,,,0,37,59,WNW,13,0,33,72,NNE,10,0
2015,1,5,1,WN,443,GRR,BWI,535,110,528,725,0,0,,,,,,,0,6,80,W,15,0,38,48,WNW,14,0
2015,1,5,1,WN,223,ALB,BWI,535,95,289,710,0,0,,,,,,,0,30,64,WNW,24,0,38,48,WNW,14,0
2015,1,5,1,WN,512,SFO,LAS,535,90,414,705,0,0,,,,,,,0,45,86,CALM,0,0,42,43,SSW,6,0
2015,1,5,1,B6,2001,BUF,JFK,535,88,301,703,0,0,,,,,,,0,17,54,W,28,0,40,45,W,22,0
2015,1,5,1,B6,2023,JFK,SJU,535,225,1598,1020,0,0,,,,,,,0,42,51,W,16,0,82,69,ENE,18,0
2015,1,5,1,DL,1121,PBI,ATL,535,110,545,725,0,0,,,,,,,0,71,93,CALM,0,0,37,70,NNW,14,0
2015,1,5,1,DL,2427,ATW,ATL,535,147,765,902,0,0,,,,,,,0,-18,76,CALM,0,0,39,60,NNW,16,0
2015,1,5,1,DL,1269,ORF,ATL,535,119,516,734,0,0,,,,,,,0,49,52,WSW,7,0,37,70,NNW,14,0
2015,1,5,1,EV,4557,CRP,IAH,535,61,201,636,0,0,,,,,,,0,37,65,NNE,17,0,31,76,N,7,0
2015,1,5,1,OO,6512,FAT,LAX,535,75,209,650,0,0,,,,,,,0,34,89,CALM,0,0,57,29,NNE,6,0
2015,1,5,1,UA,1577,SMF,DEN,538,142,909,900,0,0,,,,,,,0,33,89,NW,3,0,43,45,W,7,0
2015,1,5,1,EV,4426,RDU,EWR,538,95,416,713,0,0,,,,,,,0,43,60,WNW,3,0,38,48,W,18,0
2015,1,5,1,OO,4986,AUS,LAX,538,212,1242,710,0,0,,0,0,37,0,0,1,24,84,N,8,0,59,27,NNE,8,0
2015,1,5,1,UA,1212,PDX,SFO,540,107,550,727,0,0,,,,,,,0,52,86,S,15,0,44,85,SE,3,0
2015,1,5,1,UA,1757,IAH,DEN,540,154,862,714,0,0,,4,0,19,0,0,1,32,73,N,8,0,12,80,VAR,7,0
2015,1,5,1,US,1904,DCA,CLT,540,84,331,704,0,0,,,,,,,0,44,43,WNW,13,0,38,68,W,3,0
2015,1,5,1,WN,2181,IAD,DEN,540,245,1452,745,0,0,,,,,,,0,37,59,WNW,13,0,12,80,VAR,7,0
2015,1,5,1,WN,2058,DEN,PHX,540,125,602,745,0,0,,,,,,,0,7,84,SW,5,0,43,71,CALM,0,0
2015,1,5,1,B6,727,BOS,BWI,540,101,369,721,0,0,,,,,,,0,40,55,W,23,0,38,48,WNW,14,0
2015,1,5,1,DL,1069,OMA,ATL,540,144,821,904,0,0,,0,0,433,0,0,1,8,80,SW,7,0,39,60,NNW,16,0
2015,1,5,1,DL,2020,MEM,LAX,540,265,1619,805,0,0,,,,,,,0,23,63,N,10,0,63,25,N,7,0
2015,1,5,1,DL,2079,BOS,DTW,540,140,632,800,0,0,,,,,,,0,40,55,W,23,0,8,64,W,14,0
2015,1,5,1,DL,1245,MSO,MSP,540,169,1013,929,0,0,,40,0,0,0,0,1,24,91,CALM,0,0,-8,65,WSW,10,0
2015,1,5,1,B6,1554,SJU,FLL,540,162,1046,722,0,0,,,,,,,0,76,79,SE,3,0,72,93,CALM,0,0
2015,1,5,1,B6,1554,SJU,FLL,540,162,1046,722,0,0,,,,,,,0,76,79,SE,3,0,72,93,CALM,0,0
2015,1,5,1,EV,3257,ATL,IAD,540,105,534,725,0,0,,0,0,29,0,0,1,40,68,NNW,16,0,36,55,WNW,15,0
2015,1,5,1,EV,4160,JAX,EWR,540,137,820,757,0,0,,,,,,,0,52,80,NNW,10,0,38,48,W,18,0
2015,1,5,1,EV,5257,DHN,ATL,540,55,170,735,0,0,,,,,,,0,41,86,NNW,8,0,37,70,NNW,14,0
